timestamp,accession
4/3/2012 14:50:36,30115893
4/18/2012 14:52:36,30116164
4/5/2012 14:53:22,30116503
4/12/2012 15:00:39,30116644
4/9/2012 14:53:08,30116701
4/19/2012 9:54:14,30116768
4/24/2012 13:59:51,30116768
4/4/2012 14:51:16,30116792
4/12/2012 14:57:40,30117030
4/17/2012 14:50:26,30117113
4/24/2012 13:59:51,30117113
4/10/2012 14:48:43,30117683
4/17/2012 14:51:38,30117790
4/17/2012 14:51:38,30117824
4/5/2012 14:53:35,30117931
4/16/2012 12:48:08,30118111
4/16/2012 12:48:37,30118111
4/24/2012 14:56:44,30118137
4/5/2012 14:51:18,30118178
4/18/2012 14:57:27,30118178
4/18/2012 14:57:27,30118178
4/3/2012 14:56:17,30118228
4/4/2012 9:47:50,30118228
4/3/2012 14:45:05,30118251
4/10/2012 12:48:17,30119028
4/11/2012 10:52:07,30119028
4/5/2012 14:51:49,30119077
4/9/2012 11:22:19,30119077
4/17/2012 14:51:38,30119135
4/23/2012 14:54:46,30119481
4/9/2012 14:55:33,30119630
4/3/2012 14:52:25,30119739
4/23/2012 9:38:16,30119739
4/23/2012 9:38:16,30119788
4/9/2012 14:54:53,30120182
4/18/2012 14:51:21,30120216
4/9/2012 14:54:53,30120943
4/16/2012 10:16:51,30120950
4/3/2012 15:02:49,30121073
4/4/2012 9:52:10,30121073
4/17/2012 14:55:09,30121305
4/20/2012 14:55:35,30121362
4/20/2012 14:55:39,30121362
4/18/2012 14:58:03,30121388
4/3/2012 14:52:25,30121446
4/17/2012 10:21:24,30121909
4/5/2012 14:53:00,30121925
4/12/2012 14:54:24,30122014
4/13/2012 14:50:30,30122121
4/9/2012 14:55:33,30122337
4/10/2012 14:47:56,30122410
4/19/2012 9:53:12,30122535
4/18/2012 14:56:18,30122725
4/17/2012 14:50:26,30123244
4/3/2012 14:50:36,30123392
4/3/2012 14:45:05,30123715
4/23/2012 14:54:09,30123749
4/9/2012 14:51:11,30123939
4/9/2012 14:51:11,30123939
4/13/2012 14:48:46,30123970
4/3/2012 14:55:23,30124028
4/4/2012 9:49:53,30124028
4/3/2012 14:51:54,30124119
4/17/2012 12:03:01,30124200
4/3/2012 14:51:26,30124341
4/9/2012 14:53:56,30124465
4/10/2012 14:47:30,30124499
4/18/2012 14:57:27,30124689
4/3/2012 15:00:34,30124739
4/4/2012 9:48:30,30124739
4/12/2012 14:51:41,30124739
4/17/2012 14:55:09,30124879
4/3/2012 14:51:02,30124887
