Timestamp,Library Card Number,Accession Number
1/24/2012 15:43:40,0074,30086664
2/21/2012 13:55:51,0074,30116602
2/2/2012 13:40:45,0074,30129605
2/9/2012 13:46:04,0074,30137012
3/1/2012 14:04:50,0075,30036941
3/14/2012 13:29:38,0075,30038863
3/6/2012 13:55:52,0075,30052542
2/2/2012 13:45:56,0075,30059281
3/15/2012 13:25:00,0075,30067706
2/8/2012 13:45:31,0075,30069504
2/27/2012 14:02:45,0075,30107551
3/9/2012 14:35:37,0075,30116644
3/5/2012 14:39:16,0075,30116768
2/28/2012 13:42:54,0075,30116792
3/16/2012 13:40:59,0075,30131619
1/30/2012 13:48:36,0075,30133169
3/16/2012 13:40:46,0075,30135594
2/23/2012 14:05:13,0075,30081715
1/24/2012 13:37:33,0075,30111397
2/13/2012 13:53:38,0075,30122121
2/2/2012 13:54:25,0076,30033930
2/2/2012 13:54:26,0076,30033930
3/16/2012 14:10:09,0076,30048151
2/9/2012 13:46:44,0076,30059083
3/16/2012 14:09:57,0076,30068647
2/21/2012 16:47:27,0076,30080857
2/21/2012 14:21:54,0076,30083810
3/1/2012 10:05:32,0076,30116156
3/1/2012 13:44:50,0077,18999896
3/7/2012 13:57:04,0077,30009690
2/22/2012 9:32:44,0077,30077135
3/7/2012 13:56:54,0077,30085492
2/17/2012 15:25:02,0077,30121859
2/28/2012 14:18:09,0077,30123624
3/9/2012 9:52:24,0077,30138135
2/7/2012 14:31:44,0077,30138895
3/5/2012 15:00:45,0078,30035414
3/12/2012 14:19:21,0078,30050652
2/13/2012 15:16:22,0078,30076376
2/13/2012 15:14:08,0078,30108633
1/26/2012 13:34:12,0078,30117816
3/5/2012 15:00:00,0078,30035414
3/12/2012 14:12:49,0079,30034706
2/6/2012 15:14:53,0079,30083307
3/12/2012 14:12:36,0079,30105480
3/12/2012 14:18:51,0080,18995365
1/30/2012 15:18:17,0080,30055263
3/5/2012 15:19:30,0080,30077747
2/27/2012 15:11:17,0080,30133474
3/5/2012 15:18:09,0082,30056832
2/6/2012 15:20:22,0082,30081723
2/13/2012 15:17:20,0082,30085625
2/13/2012 15:17:26,0082,30087753
2/8/2012 11:20:02,0082,30109490
1/30/2012 15:23:05,0082,30109565
3/12/2012 14:16:42,0082,30123624
2/16/2012 9:55:57,0083,18996504
2/27/2012 15:15:02,0083,18999946
3/5/2012 15:17:07,0083,30019012
3/5/2012 15:19:10,0083,30019343
3/5/2012 15:19:20,0083,30059323
2/27/2012 15:15:17,0083,30059794
2/8/2012 11:22:35,0083,30066005
1/30/2012 15:22:29,0083,30117600
3/12/2012 14:21:25,0083,30123681
2/6/2012 15:20:34,0083,30126262
2/13/2012 15:17:09,0083,30126452
2/13/2012 15:17:04,0083,30128896
3/5/2012 15:18:46,0083,30137525
3/16/2012 14:06:31,0084,30072474
3/5/2012 14:38:52,0084,30136204
2/9/2012 11:32:17,0085,30037782
3/5/2012 14:38:06,0085,30084875
3/12/2012 12:33:31,0085,30105811
2/13/2012 13:45:23,0085,30113245
1/31/2012 13:51:04,0085,30115463
2/16/2012 13:37:56,0085,30122907
2/23/2012 13:13:17,0085,30123145
2/28/2012 13:53:54,0085,30123483
3/2/2012 14:55:16,0085,30135776
1/3/2012 13:49:17,0085,30120638
1/30/2012 13:40:21,0086,19885987
1/31/2012 13:43:45,0086,19885987
3/16/2012 13:10:23,0086,22230163
2/1/2012 13:49:17,0086,30024293
3/5/2012 15:30:43,0086,30064299
1/26/2012 13:38:07,0086,30094312
2/29/2012 13:45:33,0086,30094379
1/24/2012 14:02:32,0086,30125892
1/25/2012 13:50:29,0086,30128235
3/2/2012 14:15:25,0086,30132476
3/16/2012 13:29:57,0087,19887967
3/9/2012 14:40:58,0087,30110852
2/2/2012 13:39:38,0087,30121974
2/7/2012 14:02:05,0087,30131593
2/14/2012 13:36:58,0087,30131650
3/7/2012 13:59:30,0087,30134480
2/28/2012 13:41:13,0087,30138903
2/21/2012 14:26:54,0088,22231088
3/7/2012 14:02:29,0088,30124051
3/13/2012 13:19:29,0089,30009518
1/25/2012 14:00:20,0089,30132757
1/25/2012 14:35:37,0090,22219687
3/12/2012 12:57:52,0090,30069389
3/16/2012 13:34:55,0090,30110977
1/30/2012 13:54:27,0090,30123392
3/12/2012 12:57:39,0090,30138283
2/21/2012 13:40:50,0091,19000249
3/6/2012 13:41:46,0091,19890284
1/30/2012 13:41:40,0091,30006399
3/16/2012 13:36:23,0092,19887413
3/8/2012 14:28:53,0092,19887421
3/16/2012 13:37:07,0092,19887587
3/2/2012 14:13:41,0092,30002034
3/2/2012 14:13:27,0092,30011423
3/16/2012 13:35:52,0092,30013171
3/5/2012 13:39:02,0092,30038616
2/27/2012 14:17:05,0092,30049753
2/6/2012 14:25:17,0092,30051908
2/14/2012 14:10:02,0092,30058978
2/14/2012 14:10:10,0092,30082101
3/16/2012 13:36:57,0092,30084404
3/16/2012 13:35:26,0092,30099162
1/31/2012 14:26:07,0092,31168105499238
2/28/2012 14:27:02,0093,30038178
3/2/2012 14:14:30,0093,30118103
2/17/2012 14:10:30,0093,30120182
3/16/2012 13:52:13,0094,22219091
3/2/2012 14:14:45,0094,30036412
1/31/2012 13:50:55,0094,30113120
3/2/2012 14:14:53,0094,30124283
1/25/2012 13:52:22,0094,30134704
2/10/2012 14:07:33,0095,18992354
2/10/2012 14:07:09,0095,30051940
1/27/2012 14:20:19,0095,30058747
1/24/2012 13:40:10,0095,30058804
1/27/2012 14:20:37,0095,30062483
3/1/2012 14:00:44,0095,30067888
3/16/2012 13:38:46,0095,30094346
2/27/2012 13:49:56,0095,30094437
2/13/2012 13:53:03,0095,30110977
3/7/2012 13:57:45,0095,30118475
2/2/2012 14:41:09,0095,30133961
2/23/2012 13:39:34,0095,30136725
3/6/2012 14:23:17,0095,30136725
3/6/2012 14:23:21,0095,30136725
3/2/2012 14:58:21,0096,30020838
3/15/2012 13:15:04,0096,30056931
3/5/2012 14:36:32,0096,30071393
2/29/2012 13:36:33,0096,30116644
2/29/2012 13:36:44,0096,30116701
2/27/2012 13:51:58,0096,30116768
2/7/2012 13:46:48,0096,30131551
1/27/2012 14:37:29,0096,30134449
2/7/2012 14:07:14,0097,30056832
3/6/2012 13:42:31,0097,30120182
3/15/2012 13:32:18,0097,30126338
3/12/2012 14:15:15,0098,30023022
2/6/2012 15:16:34,0098,30115059
2/6/2012 15:13:24,0098,30125942
1/30/2012 15:19:46,0098,30137517
3/5/2012 15:20:00,0098,30095608
2/6/2012 15:13:41,0099,30107569
3/12/2012 14:20:19,0099,30110456
2/6/2012 15:15:12,0099,30125934
2/7/2012 14:01:45,0100,30066559
2/13/2012 15:13:52,0100,30092274
1/30/2012 15:49:34,0100,30110514
2/1/2012 14:04:49,0100,30119077
2/29/2012 14:08:29,0100,30124812
2/27/2012 15:08:42,0100,30136600
3/5/2012 15:12:52,0100,30136808
3/12/2012 14:17:11,0101,18990945
3/12/2012 14:17:40,0101,18991117
3/12/2012 14:17:32,0101,18991331
3/12/2012 14:17:02,0101,18991349
3/12/2012 14:17:18,0101,18991422
3/12/2012 14:17:25,0101,18991513
1/30/2012 15:16:54,0101,30052013
2/13/2012 15:11:54,0101,30134290
3/12/2012 14:15:36,0102,18991190
3/12/2012 14:15:59,0102,18991356
3/12/2012 14:15:30,0102,18991414
3/12/2012 14:16:07,0102,18991497
2/29/2012 14:09:34,0102,18993907
2/27/2012 15:11:36,0102,18994962
2/6/2012 15:19:17,0102,18997999
2/9/2012 13:37:27,0102,22222913
2/28/2012 13:52:13,0102,22227656
3/2/2012 14:36:57,0102,30025266
3/2/2012 14:36:57,0102,30025266
3/12/2012 14:16:13,0102,30049639
2/6/2012 15:19:34,0102,30052245
2/29/2012 14:09:49,0102,30075873
3/12/2012 14:16:19,0102,30080204
3/5/2012 15:13:07,0102,30080659
1/30/2012 15:21:51,0102,30083190
2/29/2012 14:10:12,0102,30110514
2/6/2012 15:19:25,0102,30111389
3/2/2012 14:36:41,0102,30117360
3/2/2012 14:36:14,0102,30118517
3/2/2012 14:36:30,0102,30118517
3/2/2012 14:36:31,0102,30118517
1/30/2012 15:21:23,0102,30119515
3/5/2012 15:13:27,0102,30125934
2/27/2012 15:12:06,0102,30136949
1/30/2012 15:20:47,0102,              30025266
2/27/2012 15:11:57,0102,30136949
2/8/2012 11:26:53,0103,19880913
2/23/2012 10:33:26,0103,22229397
2/8/2012 11:24:35,0103,30028898
2/6/2012 15:14:10,0103,30031546
2/8/2012 11:21:11,0103,30037907
2/6/2012 15:17:16,0103,30039127
2/6/2012 15:14:16,0103,30086805
2/8/2012 11:19:50,0103,30129324
2/6/2012 15:44:29,0103,30132591
2/13/2012 15:14:28,0103,30138465
3/12/2012 14:20:01,0103,30139620
2/8/2012 11:20:41,0103,30015036
3/16/2012 11:23:36,0104,30031504
3/16/2012 11:23:42,0104,30031504
3/16/2012 11:23:42,0104,30031504
3/16/2012 11:23:42,0104,30031504
3/16/2012 11:23:42,0104,30031504
1/26/2012 14:23:40,0104,30122436
2/27/2012 14:09:58,0105,22223945
2/28/2012 14:18:39,0105,30025555
2/21/2012 14:01:18,0105,30047369
3/2/2012 15:15:04,0105,30094759
3/2/2012 15:14:51,0105,30113484
3/1/2012 10:58:50,0106,18995217
3/5/2012 12:26:19,0106,30017958
2/9/2012 14:26:27,0106,30033419
2/9/2012 15:14:33,0106,30033419
3/5/2012 12:27:24,0106,30041800
3/12/2012 13:28:45,0106,30054621
3/5/2012 12:27:13,0106,30086219
3/5/2012 12:26:59,0106,30106132
2/28/2012 14:17:36,0106,30113443
2/28/2012 14:17:49,0106,30122816
3/5/2012 12:26:35,0106,30122816
3/5/2012 12:26:07,0106,30129878
3/6/2012 13:56:51,0106,30138697
3/6/2012 13:56:43,0106,30139067
1/20/2012 14:18:45,0106,30124044
2/13/2012 14:19:12,0107,22236038
3/8/2012 16:22:04,0107,30009484
3/8/2012 14:14:23,0107,30010060
1/25/2012 13:42:26,0107,30029243
3/9/2012 9:54:08,0107,30033393
2/7/2012 13:50:17,0107,30052237
3/8/2012 15:16:53,0107,30087811
2/22/2012 14:02:57,0107,30108989
3/8/2012 15:17:04,0107,30120943
2/28/2012 13:56:52,0107,30132138
3/12/2012 12:40:03,0107,30133946
1/27/2012 14:33:22,0108,30059083
1/27/2012 14:33:34,0108,30103618
2/8/2012 13:48:10,0108,30103618
1/27/2012 14:33:12,0108,30116792
2/29/2012 13:48:44,0108,30119200
1/27/2012 14:33:27,0108,30126098
2/15/2012 13:51:52,0108,30129027
3/7/2012 13:38:22,0108,30133946
2/22/2012 9:34:26,0108,30136600
3/16/2012 14:06:06,0109,22236343
2/2/2012 14:28:32,0109,30052625
3/16/2012 13:39:35,0110,30051841
3/16/2012 13:39:45,0110,30082101
2/14/2012 13:41:10,0110,30093546
1/25/2012 13:58:37,0110,30094536
1/25/2012 13:58:19,0110,30094593
2/17/2012 14:11:14,0110,30121560
1/30/2012 13:46:31,0110,30125181
2/15/2012 14:28:02,0111,22219604
2/15/2012 14:27:42,0111,30027536
2/15/2012 14:28:14,0111,30050603
2/15/2012 14:27:01,0111,30085864
3/15/2012 13:30:45,0111,30136485
3/16/2012 13:46:52,0112,30072599
2/28/2012 11:36:37,0112,30079842
3/16/2012 13:46:28,0112,30116388
2/28/2012 11:36:05,0112,30120455
1/31/2012 11:16:26,0112,30122410
2/28/2012 11:36:09,0112,30122410
2/28/2012 11:36:19,0112,30125363
2/21/2012 13:38:38,0112,30128532
3/16/2012 10:29:21,0112,30131601
2/27/2012 13:42:43,0112,30136329
3/7/2012 14:04:54,0112,30139141
2/27/2012 14:15:10,0113,18998211
2/14/2012 14:10:26,0113,18998765
3/5/2012 14:35:23,0113,18998765
2/6/2012 14:25:02,0113,19886027
1/31/2012 14:09:20,0113,22230866
2/27/2012 14:15:00,0113,30010219
3/8/2012 13:43:43,0113,30016950
2/29/2012 14:22:18,0113,30029615
2/21/2012 13:40:39,0113,30034250
3/5/2012 14:35:37,0113,30034250
1/24/2012 13:31:04,0113,30123483
2/1/2012 13:41:07,0113,30126031
2/16/2012 14:02:33,0114,30070106
3/16/2012 13:14:16,0114,30116701
3/16/2012 13:13:59,0114,30116768
3/16/2012 13:11:42,0114,30116792
3/5/2012 13:37:49,0114,30119135
3/16/2012 14:09:10,0115,18995993
1/26/2012 13:42:31,0115,19887967
3/15/2012 13:26:50,0115,30047351
3/1/2012 14:01:12,0115,30047369
2/23/2012 14:20:38,0115,30079636
2/27/2012 13:49:19,0115,30080857
2/16/2012 13:43:24,0115,30099816
2/17/2012 14:13:39,0115,30108583
3/16/2012 13:50:29,0115,30115463
2/21/2012 13:43:02,0115,30117303
2/2/2012 14:48:23,0115,30128920
2/22/2012 13:42:07,0115,30131643
3/16/2012 14:07:45,0115,30132518
1/24/2012 14:08:53,0116,19882554
2/17/2012 15:22:59,0116,19885334
1/25/2012 13:07:33,0116,22218374
1/25/2012 13:07:42,0116,30008528
1/31/2012 14:47:06,0116,30023824
1/24/2012 14:09:03,0116,30059000
3/16/2012 13:37:45,0116,30109490
2/17/2012 15:25:50,0116,30119077
2/7/2012 13:09:27,0116,30131841
3/5/2012 14:41:03,0117,30059828
2/27/2012 14:03:45,0117,30066625
1/25/2012 13:40:39,0117,30117485
2/7/2012 13:43:05,0117,30121123
1/31/2012 14:27:51,0117,30131494
3/16/2012 13:37:25,0118,19000744
3/5/2012 14:02:09,0118,30014617
3/16/2012 14:05:44,0118,30075444
3/15/2012 13:58:39,0120,30041438
2/6/2012 10:38:53,0120,30072300
1/26/2012 15:35:17,0120,30099717
1/25/2012 14:53:41,0120,30135644
3/6/2012 12:34:08,0121,30070106
1/24/2012 14:52:30,0121,30093322
3/15/2012 14:06:07,0121,30104673
2/22/2012 10:29:27,0122,22225213
3/7/2012 10:34:58,0122,30024228
2/10/2012 12:58:03,0122,30064851
2/23/2012 12:13:52,0122,30082465
1/31/2012 12:38:26,0122,30093546
2/22/2012 10:29:37,0122,30108237
3/6/2012 12:41:58,0122,30128698
2/16/2012 12:33:52,0123,30052179
2/7/2012 12:35:56,0123,30078778
2/15/2012 12:50:13,0123,30088256
2/10/2012 13:06:49,0123,30122659
2/10/2012 13:06:51,0123,30122659
3/15/2012 14:06:23,0123,30123459
2/17/2012 12:39:33,0123,30125157
1/26/2012 15:09:52,0123,30125421
3/15/2012 14:09:15,0123,30130553
2/17/2012 12:38:08,0123,30130744
1/31/2012 12:39:16,0123,30130801
2/15/2012 12:50:22,0123,30131734
2/21/2012 14:07:35,0123,30134183
1/31/2012 12:39:24,0123,30137244
2/8/2012 12:17:16,0123,30138952
2/17/2012 12:38:26,0123,31168100
3/16/2012 14:59:13,0124,30010441
3/16/2012 14:59:16,0124,30010441
3/5/2012 15:10:00,0124,30078703
3/5/2012 15:10:05,0124,30078703
2/13/2012 15:43:14,0124,30123780
2/10/2012 12:53:16,0125,30063150
2/23/2012 12:36:58,0125,30117105
2/29/2012 12:41:10,0125,30118111
1/25/2012 14:24:52,0125,30124655
2/14/2012 12:55:00,0125,30127070
3/6/2012 12:46:54,0125,30131718
2/8/2012 12:48:55,0125,30133227
2/7/2012 12:42:49,0125,30136378
2/21/2012 12:46:57,0125,30137467
1/26/2012 15:11:30,0126,30099592
3/15/2012 11:10:22,0126,30105647
2/21/2012 15:09:28,0126,30111470
1/24/2012 15:17:39,0126,30132005
2/22/2012 12:38:13,0126,30138895
2/28/2012 15:08:00,0127,19886209
2/28/2012 15:08:01,0127,19886209
2/21/2012 15:14:34,0127,30064794
1/24/2012 15:02:32,0127,30073563
2/10/2012 14:29:58,0127,30073563
3/15/2012 14:10:34,0127,30104699
2/3/2012 12:44:18,0127,30134019
1/3/2012 15:05:14,0127,30116503
2/14/2012 12:46:04,0128,30091706
2/15/2012 12:39:53,0128,30137285
1/27/2012 14:21:01,0128,30137343
1/25/2012 15:30:38,0129,19887728
3/7/2012 10:18:33,0129,19889278
1/27/2012 14:50:33,0129,30007694
2/13/2012 10:57:19,0129,30016463
2/15/2012 12:35:56,0129,30076210
2/10/2012 12:36:40,0129,30083216
3/15/2012 12:14:44,0129,30105571
3/15/2012 12:14:47,0129,30105571
2/3/2012 12:37:29,0129,30107387
2/10/2012 14:33:27,0129,30108138
2/1/2012 12:46:25,0129,30120950
2/2/2012 12:50:53,0129,30121180
2/21/2012 12:37:57,0129,30129811
2/21/2012 12:38:00,0129,30129811
3/9/2012 15:25:27,0129,30131676
3/1/2012 12:43:29,0129,30134480
3/16/2012 14:59:39,0129,30137285
2/28/2012 14:10:49,0129,30138242
2/21/2012 15:12:23,0130,18998609
2/10/2012 14:14:16,0130,19890029
3/15/2012 12:03:46,0130,30055602
2/7/2012 15:02:41,0130,30076335
2/15/2012 12:26:24,0130,30137855
1/25/2012 15:19:39,0131,30083513
2/3/2012 12:39:20,0131,30096705
1/24/2012 15:04:36,0131,30099592
3/15/2012 14:07:11,0131,30106538
2/7/2012 12:58:10,0131,30109615
2/7/2012 13:04:22,0131,30109615
3/6/2012 12:44:24,0131,30115406
1/31/2012 12:50:09,0131,30129027
2/10/2012 14:41:05,0131,30131247
1/24/2012 15:12:27,0132,22234975
1/24/2012 15:12:04,0132,30030977
2/24/2012 14:41:39,0132,30066195
3/15/2012 12:33:21,0132,30106512
3/15/2012 13:24:07,0132,30107601
2/2/2012 12:39:33,0132,30108864
2/24/2012 13:00:50,0132,30117378
3/15/2012 13:24:17,0132,30134068
3/15/2012 13:23:55,0132,30137400
2/14/2012 15:20:46,0132,30138176
3/2/2012 12:42:01,0132,30138408
2/14/2012 15:16:00,0132,30138960
2/14/2012 15:16:03,0132,30138960
2/7/2012 12:53:46,0133,30073076
2/21/2012 11:01:00,0133,30074025
3/15/2012 14:07:55,0133,30106900
2/28/2012 14:25:22,0134,19887041
2/10/2012 14:40:25,0134,30115539
2/23/2012 12:34:31,0134,30133516
2/10/2012 14:44:50,0134,30134068
3/2/2012 12:43:15,0135,30011571
2/28/2012 15:55:28,0135,30035430
3/6/2012 12:32:10,0135,30048151
3/5/2012 15:56:53,0135,30056410
3/6/2012 15:57:54,0135,30063390
3/9/2012 9:35:31,0135,30065627
3/1/2012 9:24:27,0135,30068647
1/31/2012 12:40:04,0135,30073076
2/29/2012 12:40:21,0135,30076335
2/24/2012 13:03:38,0135,30078133
2/1/2012 15:52:21,0135,30078513
2/22/2012 9:27:59,0135,30084560
1/25/2012 15:10:12,0135,30086391
2/10/2012 13:02:51,0135,30099576
2/7/2012 12:35:41,0135,30099634
2/10/2012 13:01:18,0135,30099634
2/13/2012 15:57:14,0135,30099758
3/15/2012 14:07:45,0135,30106660
2/17/2012 11:25:24,0135,30116644
2/17/2012 11:25:10,0135,30116701
2/17/2012 11:24:46,0135,30116768
2/16/2012 12:53:21,0135,30116792
2/14/2012 14:15:35,0135,30135370
1/30/2012 13:29:59,0136,30138002
2/23/2012 12:28:07,0137,30027056
2/10/2012 12:58:50,0137,30052179
1/26/2012 15:36:26,0137,30058739
2/29/2012 12:50:57,0137,30077358
2/21/2012 15:11:21,0137,30106132
1/25/2012 15:30:57,0137,30117105
2/16/2012 12:29:42,0137,30121388
3/12/2012 8:52:59,0137,30121388
3/9/2012 12:40:26,0137,30124689
2/28/2012 15:13:33,0137,30126015
2/17/2012 12:40:10,0137,30129084
1/26/2012 15:32:09,0137,30129142
1/31/2012 15:26:23,0137,30129811
2/3/2012 12:36:05,0137,30131247
3/15/2012 14:06:40,0139,20830840
2/14/2012 14:11:51,0139,30024426
1/27/2012 13:32:12,0139,30042642
2/24/2012 12:53:51,0139,30064372
1/26/2012 15:13:06,0139,30108534
1/24/2012 15:00:57,0139,30118632
1/31/2012 12:34:53,0139,30121552
3/6/2012 12:35:07,0139,30135438
2/28/2012 14:42:57,0139,30138812
2/21/2012 12:42:47,0140,22219026
2/2/2012 14:06:21,0140,30078786
1/24/2012 16:01:31,0140,30136964
1/24/2012 14:13:59,0140,31168104
2/23/2012 12:44:05,0141,22219711
1/31/2012 12:39:04,0141,22225510
2/23/2012 12:43:54,0141,30016463
1/24/2012 15:17:28,0141,30065650
3/8/2012 10:32:38,0141,30085070
3/15/2012 12:18:58,0141,30098024
3/7/2012 10:18:44,0141,30125546
3/2/2012 12:50:14,0141,30130561
2/15/2012 12:43:48,0141,30130868
2/13/2012 15:54:35,0141,30135750
2/14/2012 14:39:21,0141,30136816
3/2/2012 12:50:08,0141,30137228
3/6/2012 12:39:51,0142,30031033
3/2/2012 12:41:08,0142,30042642
3/15/2012 14:05:29,0142,30105209
2/22/2012 12:38:42,0142,30116255
2/23/2012 12:40:12,0142,30119135
1/25/2012 15:29:09,0142,30133409
2/3/2012 14:42:09,0143,30126502
1/31/2012 12:37:44,0143,30126569
1/31/2012 12:37:44,0143,30126569
3/9/2012 9:31:47,0143,30126635
1/25/2012 14:13:49,0143,30126684
2/21/2012 12:44:32,0143,30131510
2/24/2012 14:12:03,0143,30131908
1/24/2012 14:52:22,0144,30040000
2/2/2012 12:42:01,0144,30059125
3/15/2012 14:09:37,0144,30105621
2/14/2012 14:11:39,0144,30105688
2/10/2012 12:49:45,0144,30107726
2/15/2012 12:52:26,0144,30118111
1/30/2012 14:46:46,0144,30121016
1/30/2012 14:53:38,0144,30125421
2/23/2012 12:44:16,0144,30129928
2/21/2012 14:20:53,0144,30132757
2/8/2012 12:46:27,0144,30133375
3/5/2012 15:30:11,0145,19887355
2/14/2012 12:42:18,0145,30045918
2/29/2012 12:29:43,0145,30064240
2/23/2012 12:36:25,0145,30086870
2/17/2012 12:38:46,0145,30116099
1/26/2012 15:06:56,0145,30137186
3/15/2012 14:00:51,0145,30016653
2/28/2012 15:21:07,0145,30024707
1/18/2012 15:00:49,0145,30092605
1/18/2012 15:00:58,0145,30094247
3/15/2012 14:00:36,0145,30106926
2/28/2012 15:21:18,0145,30121735
3/6/2012 15:09:22,0145,30139612
2/29/2012 12:51:10,0146,19887181
2/29/2012 12:38:37,0146,30086995
3/9/2012 10:23:16,0146,30116594
2/8/2012 12:38:22,0147,30086201
3/8/2012 10:43:43,0147,30086342
1/26/2012 16:15:16,0147,30091342
2/3/2012 13:00:00,0147,30091615
3/15/2012 13:50:47,0147,30104749
3/8/2012 10:43:33,0147,30109680
2/7/2012 13:03:46,0147,30123483
2/7/2012 13:04:02,0147,30126015
1/31/2012 12:39:35,0147,30127070
2/14/2012 14:23:10,0147,30134183
1/31/2012 12:39:47,0147,30134704
2/10/2012 13:06:59,0147,30135354
3/2/2012 12:55:59,0147,30135479
1/24/2012 14:58:16,0147,30136253
2/6/2012 15:54:20,0147,30137012
2/14/2012 14:23:00,0147,30137400
2/28/2012 15:23:39,0148,19887967
2/14/2012 15:22:52,0148,30078489
1/25/2012 15:09:57,0148,30084560
3/15/2012 14:08:26,0148,30106900
2/17/2012 12:39:52,0149,30009203
2/17/2012 14:36:27,0149,30067961
2/2/2012 12:35:35,0149,30085302
3/16/2012 14:33:19,0149,30090252
2/16/2012 12:42:20,0149,30106033
2/21/2012 12:44:53,0149,30124051
2/15/2012 12:32:15,0149,30124499
1/25/2012 14:11:34,0149,30137079
3/15/2012 11:10:05,0150,30008445
3/2/2012 12:47:56,0150,30073563
2/14/2012 14:16:18,0150,30116388
1/25/2012 15:06:35,0150,30118467
2/28/2012 14:11:24,0150,30118467
3/15/2012 11:10:13,0150,30136576
3/15/2012 13:16:08,0151,20830410
2/16/2012 12:44:05,0151,30035364
2/17/2012 12:45:23,0151,30037782
2/21/2012 12:46:34,0151,30061121
2/17/2012 12:45:49,0151,30068894
2/16/2012 12:44:24,0151,30069181
2/17/2012 12:45:38,0151,30076509
2/17/2012 12:45:09,0151,30078810
3/9/2012 9:41:32,0151,30083729
2/29/2012 12:53:10,0151,30084347
3/15/2012 13:16:22,0151,30107189
3/6/2012 15:40:28,0151,30107502
2/3/2012 12:45:59,0151,30117105
3/1/2012 12:49:28,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/1/2012 12:49:36,0151,30131247
3/9/2012 9:41:15,0151,30132872
1/26/2012 14:20:03,0151,30135750
2/8/2012 12:17:41,0151,30138960
3/15/2012 13:21:02,0152,30064851
1/31/2012 15:45:01,0152,30131429
2/10/2012 12:42:06,0153,19885581
2/29/2012 12:43:47,0153,30027064
3/2/2012 12:38:26,0153,30045041
1/24/2012 15:39:54,0153,30094650
3/15/2012 14:10:01,0153,30105639
2/17/2012 12:41:14,0153,30116560
2/7/2012 15:01:47,0153,30116594
2/28/2012 15:09:01,0153,30116719
2/2/2012 12:41:14,0153,30121016
2/3/2012 12:36:56,0153,30121388
3/15/2012 13:21:18,0154,30072128
2/21/2012 12:40:18,0154,30115844
1/24/2012 15:43:10,0154,30137228
2/10/2012 12:45:30,0154,30137285
2/23/2012 12:48:02,0155,22221378
3/15/2012 12:28:01,0155,30107239
2/3/2012 12:50:32,0156,30098545
1/24/2012 14:23:17,0156,30137400
3/6/2012 15:42:06,0156,31168103423354
3/6/2012 12:43:36,0156,30098743
2/17/2012 12:46:17,0157,30073977
2/17/2012 12:46:08,0157,30103816
1/18/2012 14:14:31,0157,30122725
2/28/2012 10:27:49,0158,19887728
1/25/2012 14:41:27,0158,30027775
3/15/2012 13:25:30,0159,30106934
3/12/2012 12:28:43,0160,22219216
3/6/2012 12:44:04,0160,30093124
2/23/2012 12:50:57,0160,30100184
1/26/2012 15:11:12,0160,30124408
3/6/2012 14:32:41,0161,30076335
2/15/2012 12:41:20,0161,30085302
2/28/2012 10:19:01,0161,30106363
1/26/2012 14:44:20,0161,30109698
2/16/2012 12:37:45,0161,30111223
2/28/2012 10:19:19,0161,30124747
1/26/2012 14:22:35,0161,30125546
2/28/2012 10:19:12,0161,30129068
2/3/2012 12:50:57,0161,30132120
2/7/2012 12:41:47,0162,30069389
3/6/2012 12:34:25,0162,30091912
3/15/2012 12:06:48,0162,30117030
2/1/2012 12:47:04,0162,30117766
3/6/2012 14:23:33,0162,30128870
3/2/2012 14:17:15,0162,30134761
2/23/2012 16:21:57,0163,4757567
2/21/2012 13:09:55,0163,30065684
1/26/2012 15:44:25,0163,30127914
2/29/2012 13:02:21,0163,30134068
1/25/2012 14:13:00,0163,30137285
2/29/2012 11:42:33,0163,9780984074402
2/8/2012 13:32:40,0164,30116503
3/15/2012 12:18:01,0165,30068498
3/15/2012 12:34:46,0165,30106520
1/26/2012 15:23:10,0165,30125892
2/14/2012 12:38:53,0165,30133110
2/29/2012 12:36:19,0166,30051585
1/31/2012 12:35:52,0166,30058622
2/21/2012 12:38:53,0166,30120638
3/8/2012 15:10:09,0166,30127229
2/1/2012 12:50:27,0166,30130173
1/24/2012 15:03:16,0166,30131593
1/27/2012 14:45:04,0166,30131650
2/23/2012 12:31:32,0166,30137285
3/2/2012 12:46:53,0166,30138317
2/10/2012 14:32:26,0166,30138903
1/24/2012 15:17:17,0167,30032114
3/2/2012 12:51:47,0167,30083513
3/2/2012 12:51:55,0167,30083513
2/21/2012 12:38:45,0167,30085070
2/29/2012 12:41:44,0167,30109698
1/24/2012 15:31:05,0167,30111751
3/1/2012 12:34:42,0167,30112015
2/14/2012 12:37:34,0167,30123285
2/21/2012 15:11:40,0167,30131718
2/8/2012 12:36:27,0167,30133276
2/14/2012 15:01:48,0167,30135750
1/24/2012 15:17:10,0167,30300321
2/7/2012 12:43:07,0168,30117485
2/16/2012 12:40:56,0168,30118178
2/13/2012 15:35:27,0168,30128151
2/2/2012 14:18:24,0168,30128532
2/2/2012 14:18:08,0168,30131718
3/15/2012 15:01:17,0169,30019202
